ID,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
20866,58.5,0,0,0,19/04/16
20867,50,0,0,0,12/02/16
20868,74,1,2,0,12/02/16
20869,55,0,0,0,12/02/16
20870,45,0,0,0,14/02/16
20871,57,0,0,0,13/02/16
20872,27.35,0,0,0,13/02/16
20873,55,1,0,0,13/02/16
20874,56,1,0,0,13/02/16
20875,0,0,2,0,13/02/16
20876,106,1,2,0,13/02/16
20877,55,0,0,0,13/02/16
20878,41.04,0,1,0,13/02/16
20879,45,0,0,0,13/02/16
20880,58,0,0,0,13/02/16
20881,53,0,0,0,13/02/16
20882,50,0,0,0,13/02/16
20883,70,0,0,0,26/09/16
20884,44,1,0,0,3/12/16
20885,50,0,0,0,13/02/16
20886,70,0,0,0,26/09/16
20887,34.73,0,0,0,13/02/16
20888,106,1,2,0,13/02/16
20889,26.1,0,0,0,13/02/16
20890,84,1,1,0,13/02/16
20891,48,0,1,0,13/02/16
20892,105,0,1,0,13/02/16
20893,53.71,0,2,0,13/02/16
20894,75,0,0,0,13/02/16
20895,31.16,0,0,0,15/02/16
20896,58,0,2,0,14/02/16
20897,70,0,0,0,14/02/16
20898,37,0,0,0,14/02/16
20899,24.8,0,0,0,14/02/16
20900,29,0,0,0,14/02/16
20901,74,1,2,0,14/02/16
20902,68,0,1,0,14/02/16
20903,67.5,0,1,0,14/02/16
20904,65,0,0,0,14/02/16
20905,47.36,0,1,0,14/02/16
20906,70.2,0,0,0,14/02/16
20907,37,0,0,0,14/02/16
20908,63,0,0,0,14/02/16
20909,63,0,0,0,14/02/16
20910,0,0,0,0,14/02/16
20911,36.25,0,1,0,14/02/16
20912,66,1,0,0,14/02/16
20913,49,1,0,0,19/02/16
20914,59,1,0,0,24/03/16
20915,93.5,1,0,0,1/04/16
20916,122,1,1,0,19/06/16
20917,201,1,0,0,24/07/16
20918,75,1,2,0,24/01/17
20919,65,1,3,0,1/02/17
20920,92,1,0,0,31/05/17
20921,162,1,4,0,8/06/17
20922,29,0,0,0,14/02/16
20923,29,0,0,0,14/02/16
20924,73.92,1,2,0,14/02/16
20925,160.5,1,0,0,14/02/16
20926,58,0,0,0,14/02/16
20927,58,0,0,0,14/02/16
20928,117,0,1,0,14/02/16
20929,35,1,0,0,14/02/16
20930,53,0,1,0,14/02/16
20931,59,1,0,0,14/02/16
20932,29,0,0,0,14/02/16
20933,43,1,0,0,14/02/16
20934,213.6,1,0,0,11/09/16
20935,81,1,0,0,14/02/16
20936,75,0,1,0,14/02/16
20937,64,1,2,0,14/02/16
20938,29,0,0,0,14/02/16
20939,58,0,2,0,14/02/16
20940,55,0,1,0,14/02/16
20941,46.66,0,0,0,14/02/16
20942,75,0,0,0,14/02/16
20943,61.2,0,2,0,14/02/16
20944,78,0,2,0,14/02/16
20945,78,0,1,0,14/02/16
20946,124,1,0,0,14/02/16
20947,67.5,0,0,0,14/02/16
20948,85,0,0,0,14/02/16
20949,85,0,1,0,14/02/16
20950,29,0,0,0,14/02/16
20951,50,0,0,0,14/02/16
20952,70,0,2,0,14/02/16
20953,29,0,0,0,14/02/16
20954,42.5,0,0,0,14/02/16
20955,106.5,0,1,0,14/02/16
20956,95,0,0,0,14/02/16
20957,29,0,0,0,14/02/16
20958,48,0,1,0,14/02/16
20959,95,0,0,0,14/02/16
20960,161,1,2,0,4/09/16
20961,95,0,0,0,14/02/16
20962,58,0,1,0,14/02/16
20963,78,0,0,0,14/02/16
20964,75,0,0,0,14/02/16
20965,67.5,0,3,0,14/02/16
20966,67.5,0,3,0,14/02/16
20967,54,1,1,0,14/02/16
20968,64,1,1,0,14/02/16
20969,174,1,0,0,14/02/16
20970,67.5,0,0,0,14/02/16
20971,65,0,1,0,14/02/16
20972,65,0,2,0,14/02/16
20973,77,0,1,0,14/02/16
20974,58,0,0,0,14/02/16
20975,58,0,0,0,14/02/16
20976,75,0,0,0,14/02/16
20977,58,1,0,0,14/02/16
20978,58,0,2,0,14/02/16
20979,75,0,0,0,14/02/16
20980,58.5,0,0,0,14/02/16
20981,98,0,0,0,14/02/16
20982,45.37,0,3,0,14/02/16
20983,55,0,0,0,14/02/16
20984,75,0,1,0,14/02/16
20985,67.5,0,0,0,14/02/16
20986,75,0,0,0,14/02/16
20987,97.5,0,0,0,14/02/16
20988,35,1,1,0,14/02/16
20989,41,0,2,0,15/02/16
20990,46.4,0,0,0,15/02/16
20991,40.5,0,0,0,15/02/16
20992,61,1,0,0,15/02/16
20993,78,0,2,0,15/02/16
20994,50,0,0,0,15/02/16
20995,68,0,1,0,15/02/16
20996,88,0,1,0,15/02/16
20997,40.65,0,2,0,15/02/16
20998,75,0,0,0,15/02/16
20999,33.3,0,0,0,15/02/16
21000,66,0,0,0,15/02/16
21001,73.4,0,2,0,15/02/16
21002,61.5,0,0,0,15/02/16
21003,60,0,0,0,15/02/16
21004,26.1,0,1,0,15/02/16
21005,33.3,0,0,0,15/02/16
21006,150,0,0,0,15/02/16
21007,98,0,2,0,15/02/16
21008,32,1,1,0,15/02/16
21009,55,0,0,0,15/02/16
21010,106,1,2,0,15/02/16
21011,125,0,2,0,15/02/16
21012,61,1,0,0,15/02/16
21013,96.25,0,0,0,15/02/16
21014,75,0,1,0,15/02/16
21015,75,0,1,0,15/02/16
21016,110,0,1,0,15/02/16
21017,58,0,2,0,15/02/16
21018,73.92,0,1,0,15/02/16
21019,108,0,1,0,15/02/16
21020,37,0,0,0,15/02/16
21021,117.5,0,0,0,15/02/16
21022,125,0,0,0,15/02/16
21023,78,0,2,0,15/02/16
21024,29,0,0,0,15/02/16
21025,78,0,2,0,15/02/16
21026,76.5,0,3,0,16/02/17
21027,60,0,0,0,15/02/16
21028,58,0,1,0,15/02/16
21029,45,0,0,0,16/02/16
21030,27,0,0,0,16/02/16
21031,54,1,0,0,16/02/16
21032,48,0,1,0,16/02/16
21033,71.61,0,2,0,16/02/16
21034,54,0,0,0,16/02/16
21035,26.1,0,0,0,16/02/16
21036,50,0,0,0,16/02/16
21037,80.25,1,0,0,16/02/16
21038,30,0,0,0,16/02/16
21039,35,0,0,0,21/02/17
21040,65,0,1,0,16/02/16
21041,58,0,0,0,16/02/16
21042,29,0,0,0,16/02/16
21043,48,0,1,0,16/02/16
21044,26,0,0,0,16/02/16
21045,38.33,0,0,0,17/02/16
21046,22.5,0,0,0,17/02/16
21047,39,0,0,0,17/02/16
21048,35,0,0,0,17/02/16
21049,40,0,0,0,17/02/16
21050,48,0,0,0,2/03/16
21051,48,0,0,0,30/11/16
21052,48,0,0,0,14/12/16
21053,25,0,0,0,17/02/16
21054,51,1,0,0,17/02/16
21055,52.4,0,1,0,17/02/16
21056,45,0,0,0,17/02/16
21057,40,0,0,0,17/02/16
21058,40,0,0,0,17/02/16
21059,49,0,1,0,17/02/16
21060,35,0,0,0,17/02/16
21061,54,1,0,0,17/02/16
21062,40,0,0,0,17/02/16
21063,40,0,0,0,17/02/16
21064,25,1,0,0,17/02/16
21065,40,0,0,0,17/02/16
21066,88.5,0,0,0,17/02/16
21067,45,0,0,0,17/02/16
21068,45,0,0,0,17/02/16
21069,45,0,0,0,17/02/16
21070,34,0,1,0,19/03/17
21071,45,0,0,0,17/02/16
21072,45,0,0,0,18/02/16
21073,68,0,0,0,18/02/16
21074,25,0,0,0,18/02/16
21075,90,1,0,0,18/02/16
21076,61,0,0,0,18/02/16
21077,43,0,0,0,18/02/16
21078,43,0,0,0,18/02/16
21079,30,0,0,0,18/02/16
21080,37,0,0,0,17/03/16
21081,67.5,0,0,1,4/04/16
21082,42,0,0,0,28/04/16
21083,53.2,0,2,0,18/02/16
21084,79.2,1,1,0,18/02/16
21085,40,0,0,0,18/02/16
21086,45,0,0,0,27/04/16
21087,105,0,1,0,31/05/17
21088,45,0,0,0,18/02/16
21089,46.4,0,1,0,18/02/16
21090,27,0,0,0,18/02/16
21091,55,0,0,0,18/02/16
21092,43,0,1,0,18/02/16
21093,55,0,1,0,14/04/16
21094,69,0,4,0,18/02/16
21095,75,0,3,0,18/02/16
21096,43,0,0,0,18/02/16
21097,68,0,0,0,18/02/16
21098,48,0,1,0,18/02/16
21099,75,1,0,0,18/02/16
21100,55,0,0,0,18/02/16
21101,55,0,1,0,18/02/16
21102,50,1,0,0,18/02/16
21103,64.14,0,2,0,18/02/16
21104,80.85,1,3,0,18/02/16
21105,75,0,0,0,18/02/16
21106,35,1,0,0,18/02/16
21107,40,0,0,0,18/02/16
21108,40,0,0,0,16/03/16
21109,68,0,0,0,18/02/16
21110,0,1,0,0,18/02/16
21111,50,0,1,0,18/02/16
21112,43,0,1,0,19/02/16
21113,43,1,0,0,19/02/16
21114,69,1,1,0,12/03/16
21115,40,1,1,0,16/03/16
21116,59,1,1,0,19/01/17
21117,36,1,0,0,19/02/16
21118,45,1,0,0,1/04/16
21119,42,1,0,0,12/04/16
21120,30,0,0,0,15/12/16
21121,35,0,0,0,29/03/17
21122,40,0,0,0,19/02/16
21123,40,0,0,0,19/02/16
21124,40,0,0,0,19/02/16
21125,43,0,0,0,19/02/16
21126,27.36,0,0,0,2/03/17
21127,66,1,0,0,19/02/16
21128,30,0,0,0,19/02/16
21129,30,0,0,0,19/02/16
21130,65,0,0,0,19/02/16
21131,147,1,0,0,19/02/16
21132,66.06,0,1,0,19/02/16
21133,51,1,0,0,19/02/16
21134,56,1,0,0,9/02/17
21135,45,0,0,0,19/02/16
21136,46,1,0,0,19/02/16
21137,57,1,0,0,1/06/16
21138,64,1,0,0,19/02/16
21139,25,0,0,0,19/02/16
21140,30,0,0,0,10/02/17
21141,101,1,0,0,19/02/16
21142,65,0,2,0,19/02/16
21143,93,0,0,0,19/02/16
21144,88,0,1,0,19/02/16
21145,43,0,0,0,19/02/16
21146,58,0,3,0,19/02/16
21147,43,0,3,0,4/03/16
21148,41,0,2,0,19/02/16
21149,45,0,0,0,19/02/16
21150,58.7,0,0,0,19/02/16
21151,43,0,1,0,20/02/16
21152,66.38,0,1,0,20/02/16
21153,39,0,2,0,20/02/16
21154,48,0,2,0,20/02/16
21155,28.1,0,0,0,20/02/16
21156,22.5,0,0,0,20/02/16
21157,45,1,0,0,20/02/16
21158,48,1,0,0,20/02/16
21159,40,0,0,0,20/02/16
21160,66,0,1,0,20/02/16
21161,91,0,1,0,20/02/16
21162,64,1,2,0,20/02/16
21163,48,0,1,0,20/02/16
21164,54,1,0,0,20/02/16
21165,43,0,1,0,20/02/16
21166,43,0,1,0,20/02/16
21167,40,0,0,0,20/02/16
21168,55.73,0,1,0,20/02/16
21169,48,0,1,0,20/02/16
21170,45,0,0,0,20/02/16
21171,79,0,0,0,20/02/16
21172,75,1,1,0,20/02/16
21173,45,0,0,0,20/02/16
21174,45,0,0,0,20/02/16
21175,40,0,0,0,20/02/16
21176,40,0,0,0,20/02/16
21177,55,1,0,0,20/02/16
21178,39,0,1,0,20/02/16
21179,42.11,0,1,0,21/02/16
21180,37.86,1,0,0,21/02/16
21181,98,0,0,0,21/02/16
21182,60,0,2,0,21/02/16
21183,65,0,0,0,21/02/16
21184,60,0,0,0,21/02/16
21185,56,0,0,0,21/02/16
21186,0,1,2,0,21/02/16
21187,0,1,2,0,21/07/16
21188,61,1,0,0,21/02/16
21189,66,1,1,0,21/02/16
21190,30,0,1,0,21/02/16
21191,54,1,1,0,21/02/16
21192,55,0,1,0,21/02/16
21193,93,0,0,0,21/02/16
21194,66,1,1,0,21/02/16
21195,66,1,1,0,21/02/16
21196,48,0,0,0,21/02/16
21197,51,1,0,0,21/02/16
21198,54,1,1,0,21/02/16
21199,72.13,1,2,0,21/02/16
21200,78.4,0,1,0,21/02/16
21201,55,1,0,0,21/02/16
21202,81.5,1,1,0,21/02/16
21203,58,0,1,0,21/02/16
21204,48,0,0,0,21/02/16
21205,65,0,0,0,21/02/16
21206,58,0,2,0,21/02/16
21207,60,0,0,0,21/02/16
21208,45,0,0,0,21/02/16
21209,45,0,0,0,21/02/16
21210,65,0,0,0,21/02/16
21211,45,0,0,0,21/02/16
21212,87.6,0,1,0,21/02/16
21213,48,0,0,0,21/02/16
21214,48,0,0,0,21/02/16
21215,43.76,0,0,0,21/02/16
21216,51,1,0,0,21/02/16
21217,46,1,0,0,21/02/16
21218,56,0,1,0,21/02/16
21219,46.2,1,0,0,21/02/16
21220,56.7,0,0,0,22/02/16
21221,48,0,1,0,22/02/16
21222,55,0,0,0,22/02/16
21223,0,0,1,0,22/02/16
21224,41,1,0,0,22/02/16
21225,53,1,0,0,21/05/16
21226,90,0,1,0,22/02/16
21227,37.4,1,1,0,22/02/16
21228,45.5,0,0,0,23/02/16
21229,45.5,0,0,0,23/02/16
21230,69.01,0,1,0,23/02/16
21231,43,0,1,0,23/02/16
21232,34.4,0,0,0,23/02/16
21233,48.96,0,0,0,24/02/17
21234,39,1,0,0,29/01/16
21235,45,1,0,0,23/02/16
21236,40,1,0,0,17/03/16
21237,46.5,0,0,0,23/02/16
21238,61,0,0,0,23/02/16
21239,61,0,0,0,23/02/16
21240,0,0,1,0,23/02/16
21241,0,0,1,0,23/02/16
21242,56,0,2,0,23/02/16
21243,48,0,0,0,23/02/16
21244,48,0,1,0,23/02/16
21245,43,0,0,0,23/02/16
21246,0,0,1,0,24/02/16
21247,26.1,0,0,0,24/02/16
21248,43,0,1,0,24/02/16
21249,66,0,1,0,20/10/16
21250,34,0,0,0,24/02/16
21251,40,0,0,0,24/02/16
21252,53,0,0,0,24/03/16
21253,43,0,1,0,24/02/16
21254,57.64,0,0,0,24/02/16
21255,40,0,0,0,24/02/16
21256,40,1,0,0,24/02/16
21257,76.38,0,2,0,24/02/16
21258,36.96,0,2,0,24/02/16
21259,36.96,0,2,0,24/02/16
21260,30,0,0,0,24/02/16
21261,60,0,0,0,24/02/16
21262,38,0,0,0,24/02/16
21263,82.5,0,1,0,11/12/16
21264,90,0,1,0,24/02/16
21265,61.6,0,1,0,24/02/16
21266,40,0,0,0,24/02/16
21267,40,0,0,0,27/02/16
21268,48,0,1,0,24/02/16
21269,48,0,1,0,24/02/16
21270,51,1,1,0,24/02/16
21271,83,1,1,0,1/04/16
21272,43,0,0,0,24/02/16
21273,43,0,0,0,24/02/16
21274,65,0,0,0,25/02/16
21275,29,0,0,0,24/02/16
21276,56,0,2,0,25/02/16
21277,36.1,0,0,0,25/02/16
21278,30.43,0,1,0,25/02/16
21279,40,0,0,0,25/02/16
21280,45,0,0,0,24/03/16
21281,40.5,0,0,0,25/02/16
21282,48,0,0,0,25/02/16
21283,25,1,0,0,25/02/16
21284,0,0,0,0,25/02/16
21285,0,0,0,0,25/02/16
21286,45,0,0,0,25/02/16
21287,43,0,0,0,25/02/16
21288,54,1,1,0,25/02/16
21289,48,0,1,0,25/02/16
21290,26.1,0,0,0,25/02/16
21291,60,0,2,0,25/02/16
21292,60,0,2,0,25/02/16
21293,36.96,0,1,0,25/02/16
21294,58,0,1,0,29/02/16
21295,36.96,0,1,0,25/02/16
21296,36.96,0,1,0,25/02/16
21297,58,0,1,0,29/02/16
21298,36.96,1,1,0,25/02/16
21299,47,0,0,0,25/02/16
21300,36,1,1,0,25/02/16
21301,45,0,0,0,25/02/16
21302,26.1,0,0,0,25/02/16
21303,28.1,0,0,0,25/02/16
21304,26.1,0,0,0,25/02/16
21305,0,0,2,0,25/02/16
21306,0,0,0,0,25/02/16
21307,33,0,0,0,26/02/16
21308,40,1,0,0,26/02/16
21309,46,1,0,0,16/03/16
21310,50,1,0,0,9/02/17
21311,38.5,1,0,0,22/02/17
21312,48,1,0,0,26/02/16
21313,40,0,0,0,26/02/16
21314,50.4,1,0,0,29/04/16
21315,43,1,0,0,14/12/16
21316,60,0,0,0,16/02/17
21317,40,1,0,0,26/02/16
21318,46.5,1,0,0,26/02/16
21319,50,1,0,0,12/03/16
21320,76,0,0,0,26/02/16
21321,34.4,0,0,0,26/02/16
21322,64,1,0,0,26/02/16
21323,34.4,0,0,0,26/02/16
21324,34.4,0,1,0,4/03/16
21325,45,0,0,0,26/02/16
21326,55,0,0,0,26/02/16
21327,34.4,0,0,0,26/02/16
21328,34.4,0,0,0,26/02/16
21329,40.5,0,0,0,26/02/16
21330,34.4,0,0,0,26/02/16
21331,38,0,0,0,26/02/16
21332,30,0,0,0,26/02/16
21333,45,0,0,0,7/04/17
21334,30,1,0,0,26/02/16
21335,45,0,0,0,7/04/17
21336,45,0,0,0,26/02/16
21337,87,1,1,0,26/02/16
21338,30,0,0,0,26/02/16
21339,35,0,0,0,14/03/17
21340,36.96,0,1,0,26/02/16
21341,75.26,1,2,0,26/02/16
21342,30,0,0,0,26/02/16
21343,42,0,0,0,6/04/16
21344,42,0,0,0,13/04/16
21345,42,0,0,0,29/04/16
21346,31.67,0,0,0,26/02/16
21347,35,0,1,0,27/02/16
21348,42,0,1,0,6/04/16
21349,42,0,1,0,13/04/16
21350,42,0,1,0,29/04/16
21351,65,0,0,0,26/02/16
21352,48,0,1,0,27/02/16
21353,22.5,0,0,0,6/03/16
21354,98.67,1,2,0,27/02/16
21355,50,0,0,0,27/02/16
21356,91,0,0,0,27/02/16
21357,29,0,0,0,27/02/16
21358,46,1,1,0,27/02/16
21359,56,1,1,0,27/04/16
21360,0,0,2,0,27/02/16
21361,29,0,1,0,27/02/16
21362,64,1,1,0,27/02/16
21363,43.43,0,0,0,27/02/16
21364,60,0,0,0,27/02/16
21365,40.79,0,0,0,27/02/16
21366,40,0,0,0,27/02/16
21367,48,0,1,0,27/02/16
21368,48,0,1,0,27/02/16
21369,45,0,0,0,27/02/16
21370,40,0,0,0,27/02/16
21371,28.1,0,0,0,28/02/16
21372,58,0,0,0,28/02/16
21373,48,0,1,0,29/02/16
21374,65,0,0,0,28/02/16
21375,58,0,1,0,28/02/16
21376,146,1,0,0,28/02/16
21377,38,0,0,0,28/02/16
21378,45,0,0,0,28/02/16
21379,60,0,0,0,28/02/16
21380,30,0,0,0,28/02/16
21381,48,0,1,0,28/02/16
21382,65,0,1,0,28/02/16
21383,50,0,1,0,28/02/16
21384,48,0,2,0,28/02/16
21385,50,0,1,0,28/02/16
21386,108,0,1,0,28/02/16
21387,101,1,0,0,28/02/16
21388,68,0,1,0,28/02/16
21389,30,0,0,0,28/02/16
21390,95,0,2,0,28/02/16
21391,95,0,2,0,28/02/16
21392,141,0,0,0,28/02/16
21393,58,0,0,0,5/03/16
21394,46.5,0,0,0,28/02/16
21395,58,0,1,0,28/02/16
21396,48,1,1,0,28/02/16
21397,48,0,1,0,28/02/16
21398,0,0,0,0,28/02/16
21399,90,0,1,0,28/02/16
21400,85,0,2,0,28/02/16
21401,55,0,1,0,28/02/16
21402,38.13,0,1,0,28/02/16
21403,27.56,0,1,0,28/02/16
21404,66,1,2,0,28/02/16
21405,50.8,1,1,0,29/02/16
21406,58,0,1,0,29/02/16
21407,96,0,1,0,29/02/16
21408,58.8,1,1,0,29/02/16
21409,44,0,0,0,29/02/16
21410,44,0,0,0,29/02/16
21411,0,0,0,0,29/02/16
21412,54,0,0,0,29/02/16
21413,64,0,0,0,29/02/16
21414,75.81,1,0,0,29/02/16
21415,4,0,0,0,29/02/16
21416,26,0,0,0,29/02/16
21417,108.15,0,1,0,29/02/16
21418,75,0,0,0,29/02/16
21419,96,1,0,0,29/02/16
21420,48.75,1,0,0,29/02/16
21421,80,0,0,0,29/02/16
21422,30,0,1,0,29/02/16
21423,30,0,1,0,29/02/16
21424,37,0,1,0,29/02/16
21425,32,0,0,0,29/02/16
21426,48,0,1,0,29/02/16
21427,49.71,0,0,0,29/02/16
21428,46.4,0,0,0,29/02/16
21429,55,0,0,0,29/02/16
21430,73,0,0,0,29/02/16
21431,60,0,2,0,29/02/16
21432,53,0,1,0,29/02/16
21433,109.33,1,1,0,29/02/16
21434,0,0,0,0,29/02/16
21435,55,0,2,0,29/02/16
21436,63,0,1,0,29/02/16
21437,60,0,0,0,29/02/16
21438,60,0,0,0,29/02/16
21439,56,0,1,0,29/02/16
21440,56,0,1,0,29/02/16
21441,48,0,1,0,29/02/16
21442,25,0,0,0,29/02/16
21443,29,0,0,0,29/02/16
21444,48,0,1,0,29/02/16
21445,48,0,1,0,29/02/16
21446,60,0,0,0,29/02/16
21447,48,0,3,0,29/02/16
21448,75,0,1,0,29/02/16
21449,54,1,1,0,29/02/16
21450,30,0,0,0,29/02/16
21451,46.4,0,1,0,29/02/16
21452,48,0,0,0,29/02/16
21453,44.5,0,0,0,29/02/16
21454,54,1,0,0,29/02/16
21455,56,0,1,0,29/02/16
21456,85,0,0,0,29/02/16
21457,56,0,0,0,29/02/16
21458,81,0,0,0,29/02/16
21459,56,0,0,0,29/02/16
21460,76,0,0,0,29/02/16
21461,88,0,1,0,29/02/16
21462,73,0,1,0,29/02/16
21463,68.75,0,1,0,29/02/16
21464,85,0,0,0,29/02/16
21465,48,0,2,0,29/02/16
21466,51.33,0,2,0,29/02/16
21467,55,0,0,0,29/02/16
21468,68,0,1,0,29/02/16
21469,54,1,2,0,29/02/16
21470,48,0,2,0,29/02/16
21471,65,0,1,0,29/02/16
21472,68,0,1,0,29/02/16
21473,30,0,0,0,29/02/16
21474,55.44,0,1,0,29/02/16
21475,55.44,0,1,0,29/02/16
21476,48,0,1,0,29/02/16
21477,37,0,1,0,29/02/16
21478,46.4,0,2,0,1/03/16
21479,25,0,0,0,1/03/16
21480,43,0,0,0,1/03/16
21481,76.47,1,2,0,1/03/16
21482,25,0,0,0,1/03/16
21483,30,0,0,0,1/03/16
21484,44,0,0,0,7/01/17
21485,36.1,0,1,0,1/03/16
21486,29,0,1,0,1/03/16
21487,68.75,0,0,0,1/03/16
21488,43,0,0,0,1/03/16
21489,99,0,1,0,1/03/16
21490,0,0,0,0,2/03/16
21491,35,0,0,0,16/02/17
21492,45,0,0,0,28/04/17
21493,57.8,0,0,0,2/03/16
21494,34.4,0,1,0,2/03/16
21495,30,0,0,0,2/03/16
21496,67,0,0,0,23/03/16
21497,63,0,0,0,4/05/16
21498,30,0,0,0,29/11/16
21499,35,0,0,0,19/01/17
21500,35,0,0,0,24/01/17
21501,35,0,0,0,7/02/17
21502,35,0,0,0,29/03/17
21503,75,0,0,0,2/06/17
21504,43,0,0,0,2/03/16
21505,43,0,0,0,2/03/16
21506,43,0,1,0,2/03/16
21507,8,0,0,0,2/03/16
21508,30,0,0,0,2/03/16
21509,35,0,1,0,16/03/17
21510,43,0,0,0,2/03/16
21511,63.14,1,1,0,2/03/16
21512,40,0,0,0,2/03/16
21513,62.53,0,1,0,2/03/16
21514,43,0,0,0,2/03/16
21515,48,0,0,0,2/03/16
21516,35,1,1,0,2/03/16
21517,29,0,1,0,2/03/16
21518,48,0,1,0,2/03/16
21519,34.57,0,0,0,2/03/16
21520,27.43,0,0,0,2/03/16
21521,72.21,0,0,0,3/03/16
21522,48,0,1,0,3/03/16
21523,56.7,0,0,0,3/03/16
21524,31,0,0,0,3/03/16
21525,40,0,0,0,3/03/16
21526,54,1,0,0,3/03/16
21527,30,0,0,0,3/03/16
21528,43,0,0,0,3/03/16
21529,66,1,0,0,3/03/16
21530,58,1,0,0,3/03/16
21531,40,0,0,0,3/03/16
21532,43,0,0,0,3/03/16
21533,29,0,0,0,3/03/16
21534,60,1,0,0,3/03/16
21535,43,1,0,0,3/03/16
21536,69.21,0,0,0,3/03/16
21537,65,0,0,0,3/03/16
21538,45,0,0,0,3/03/16
21539,55,0,0,0,3/03/16
21540,48,0,0,0,3/03/16
21541,65,1,0,0,3/03/16
21542,58,0,0,0,3/03/16
21543,43,0,1,0,3/03/16
21544,43,0,1,0,3/03/16
21545,63.6,0,1,0,3/03/16
21546,29,0,0,0,3/03/16
21547,53.33,0,1,0,3/03/16
21548,26.1,0,0,0,3/03/16
21549,86,0,1,0,3/03/16
21550,65,0,0,0,3/03/16
21551,43,0,0,0,4/03/16
21552,46,1,0,0,4/03/16
21553,99,1,0,0,4/03/16
21554,65,0,0,0,4/03/16
21555,145,0,0,0,13/09/16
21556,80,0,0,0,4/03/16
21557,40,0,0,0,4/03/16
21558,40,0,0,0,27/01/17
21559,55,0,0,0,8/02/17
21560,48,0,0,0,15/03/17
21561,34.4,0,1,0,4/03/16
21562,46.44,0,1,0,4/03/16
21563,80,0,0,0,4/03/16
21564,40,0,0,0,4/03/16
21565,79,0,0,0,21/06/16
21566,82,0,0,0,4/03/16
21567,26,0,0,0,4/03/16
21568,68,0,0,0,4/03/16
21569,36.4,0,1,0,4/03/16
21570,66,1,0,0,4/03/16
21571,48,0,0,0,4/03/16
21572,48,0,0,0,30/11/16
21573,40,0,1,0,4/03/16
21574,40,0,1,0,4/03/16
21575,29,0,1,0,4/03/16
21576,29,0,0,0,4/03/16
21577,0,0,1,0,4/03/16
21578,0,0,1,0,4/03/16
21579,0,0,0,0,4/03/16
21580,26,0,1,0,4/03/16
21581,4,0,2,0,8/03/16
21582,4,0,1,0,8/03/16
21583,31,0,0,0,4/03/16
21584,48,0,0,0,4/03/16
21585,48,0,0,0,5/03/16
21586,65,0,0,0,5/03/16
21587,57,0,1,0,5/03/16
21588,26.1,0,0,0,5/03/16
21589,48,0,1,0,5/03/16
21590,26.1,0,0,0,5/03/16
21591,48,0,1,0,5/03/16
21592,51.49,0,2,0,5/03/16
21593,55,0,0,0,5/03/16
21594,36,0,0,0,5/03/16
21595,23.93,0,0,0,5/03/16
21596,48,0,0,0,5/03/16
21597,44.66,0,1,0,5/03/16
21598,48,1,1,0,5/03/16
21599,48,0,1,0,5/03/16
21600,93,0,0,0,5/03/16
21601,75,0,0,0,5/03/16
21602,31.45,0,0,0,5/03/16
21603,40,0,0,0,5/03/16
21604,40,0,0,0,5/03/16
21605,45,0,0,0,5/03/16
21606,56,0,1,0,6/03/16
21607,106,0,1,0,6/03/16
21608,66,0,0,0,6/03/16
21609,25,0,0,0,6/03/16
21610,48,0,2,0,6/03/16
21611,60.4,1,0,0,6/03/16
21612,45,1,1,0,6/03/16
21613,37,0,0,0,6/03/16
21614,74,1,0,0,6/03/16
21615,58,0,2,0,6/03/16
21616,40,0,0,0,6/03/16
21617,48,1,1,0,6/03/16
21618,75,0,2,0,6/03/16
21619,63,0,0,0,6/03/16
21620,48,0,1,0,6/03/16
21621,69,1,2,0,6/03/16
21622,75,0,0,0,6/03/16
21623,29,0,0,0,6/03/16
21624,35,1,0,0,6/03/16
21625,68,0,2,0,6/03/16
21626,81,1,1,0,6/03/16
21627,68,1,1,0,6/03/16
21628,74,1,1,0,6/03/16
21629,35,1,0,0,6/03/16
21630,29,0,0,0,6/03/16
21631,29,0,0,0,6/03/16
21632,56,0,0,0,6/03/16
21633,48,0,2,0,6/03/16
21634,26.1,0,1,0,6/03/16
21635,68,0,3,0,6/03/16
21636,68,0,3,0,6/03/16
21637,61.06,0,2,0,6/03/16
21638,53,0,0,0,6/03/16
21639,26.1,0,1,0,6/03/16
21640,60,0,0,0,6/03/16
21641,42.5,0,0,0,6/03/16
21642,50,0,0,0,6/03/16
21643,68,0,0,0,6/03/16
21644,81,0,0,0,6/03/16
21645,48,0,1,0,6/03/16
21646,99,0,2,0,4/05/17
21647,64,1,1,0,6/03/16
21648,48,0,1,0,6/03/16
21649,66,0,0,0,6/03/16
21650,65,0,0,0,19/03/17
21651,86,1,1,0,6/03/16
21652,55.35,0,2,0,6/03/16
21653,29,0,1,0,6/03/16
21654,29,0,1,0,6/03/16
21655,25,0,1,0,6/03/16
21656,68,0,0,0,6/03/16
21657,56,0,1,0,6/03/16
21658,163.25,0,1,0,28/06/17
21659,58,0,2,0,6/03/16
21660,55,0,0,0,6/03/16
21661,60,0,0,0,6/03/16
21662,61,1,0,0,6/03/16
21663,60,0,0,0,6/03/16
21664,68,0,0,0,6/03/16
21665,60,0,1,0,6/03/16
21666,54,1,2,0,6/03/16
21667,48,0,2,0,6/03/16
